tweet,clean_tweet,sentiment
"@collegemenfess yg nyebelin ga ada ya, soalnya emg rapi2 anaknya kayak dapur bersama pun gak pernah ada cucian piri… https://t.co/o31G8RiZaM",nyebelin terkadang berguncang emang rapi anaknya dapur jepang terkadang cucian piri,Neutral
"@Gempa_Tsunami Gempa mulu, ngeri 😭🙏🏻",tsunami gempa ngeri,Negative
@Baik7_ @ceyipentol gempa dong 😭,gempa,Negative
takkiro gempa tibae darah rendah 🤣😭,takkiro gempa tibae darah rendah,Negative
@chaosketcup gempa dimana? stay safe ya!,gempa dimana aman berguncang,Neutral
"Gempa dengan magnitudo 5,3 dan serangkaian gempa yang lebih kecil telah mengguncang barat daya Haiti, Senin (24/1/2… https://t.co/bkY5xTEpz0",gempa magnitudo terkadang serangkaian gempa berguncang mengguncang barat daya barat daya haiti senin,Negative
@delightlie Gempa di Lombok,gempa lombok,Negative
@lovebysunoo GEMPA,gempa,Negative
"@DayMuham @DaryonoBMKG Setuju sangat.
Ribuan SD berada di sepanjang pesisir yg masuk daerah merah gempa stunami.",setuju ribuan sd pesisir masuk daerah merah gempa stunami,Positive
"Tadi aku tidak merasakan gempa, artinya kualitas kasurku dalam meredam getaran tidak diragukan lagi.",merasakan gempa kualitas kasurku meredam getaran diragukan,Negative
@fzjeha Tentang kedokteran dimana di daerah tersebut sedang dilanda bencana gempa bumi besar,kedokteran dimana daerah dilanda bencana gempa bumi,Negative
@Askrlfess kalau ad gempa langsung tarik gas,terkadang gempa langsung tarik gas,Negative
"@Tanniesgirlwid Klo di aku sebentar tapi kerasa, tapi ku kira bukan gempa awalnya ku kira kucingku yang goyang2 ata… https://t.co/D1DFWXl8oH",sebentar gempa kucingku berguncang berguncang ata,Negative
"@TofaTofa_id Dia dipenjara tdk akan terjadi..., tp murka tuhan akan gempa mega tras mungkin tdk akan lama lg.😷",id dipenjara murka tuhan gempa mega tras,Negative
"Dowoon pas gempa kemarin panik bawa kucing + guguknya sama laptopnya

Bukan karena isinya kerjaan, tapi isinya anim… https://t.co/oi0NVDgA2T",dowoon gempa kemarin panik bawa kucing guguknya laptopnya isinya kerjaan isinya anim,Negative
"@DaryonoBMKG Bapak, apabila terjadi gempa dan tsunami di daerah jakarta. Posisi saya di bendungan hilir, sekiranya… https://t.co/8VfYrenfBR",gempa terkadang tsunami daerah jakarta posisi bendungan hilir,Negative
"#GempaBumi 

pusat gempa berlokasi di darat dengan jarak 10 km Tenggara Lombok Barat, Nusa Tenggara Barat (NTB) pad… https://t.co/cnAHcKF0W0",pusat gempa berlokasi darat jarak tenggara lombok barat daya nusa tenggara barat daya ntb pad,Negative
"Bupati Lumajang, Thoriqul Haq meletakkan batu pertama pembangunan Hunian Tetap (Huntap) yang diperuntukkan bagi kor… https://t.co/KlfIhXImFS",bupati lumajang thoriqul haq meletakkan batu pembangunan hunian huntap berguncang diperuntukkan kor,Neutral
@paijem_02 Gor gempa yn ngeroso Lindu ro dek e kui lagi tangi,gor gempa yn ngeroso lindu rubuh geledek kui tangi,Negative
@nocumocu Alhamdulillah gapapa semoga nggak ada gempa lagi,alhamdulillah gapapa semoga nggak terkadang gempa,Positive
"@NaomiElisabethP Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/lAqTjOOTKU",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
@nrjayta gue keknya emang lagi apa sih namanya pusing2 gitu trs sejak gempa kmrn si badan gue kek masih ada muscle memory nya gitu,namanya pusing gempa kemarin badan terkadang muscle memory,Negative
ngerasa gempa,berasa gempa,Negative
@sonofbatavia gempa lokal,gempa lokal,Negative
"@frhanhdyt @stageof_mataram Kamu mah kebangun bukan karna gempa, tapi karna tititmu ngaceng",mataram mah terbangun gempa tititmu ngaceng,Negative
@Ampan_Lolatt82 Selamat siang.. perkenalkan saya Setyowati Indah Sugianto reporter TRIBUN LOMBOK. Ingin meminta izi… https://t.co/6IyOgKGZrE,lolatt selamat siang perkenalkan setyowati indah sugianto reporter tribun lombok izi,Positive
@Gempa_Tsunami Semoga semua di beri perlindungan,tsunami semoga perlindungan,Neutral
Wapres Tinjau Daerah Terdampak Gempa Bumi di Pandeglang Banten https://t.co/J3sNv9Nzfp,wapres tinjau daerah terdampak gempa bumi pandeglang banten,Negative
Video Gempa Banten 14 Januari 2022? Awas Disinformasi! https://t.co/T5GD6wl8Uy,video gempa banten januari awas disinformasi,Negative
@enhaibey hahahaha yaAllah yakali setiap saat gempa 😔😔,hahahaha yakali gempa,Negative
"@bobatehsusu fix, yg kemarin aja pas ngumpul di lapangan abis gempa. Gassss👍🏻👍🏻👍🏻",fix kemarin ngumpul lapangan habis gempa gassss,Negative
"Tadi subuh Lombok gempa 4,6 sr. Semoga jadi pertanda Bigwin karena udah dikasi Tremor pagi2 sama alam. 🙈",subuh lombok gempa semoga pertanda bigwin dikasi tremor pagi alam,Negative
"Status potensi gempa di Banten - Selat Sunda sama spt di wilayah seismic gab di wilayah lain di indonesia, maka sau… https://t.co/EoYV6ekxmX",status potensi gempa banten selat sunda spt wilayah seismic gab wilayah indonesia sau,Neutral
ekspresi panik karena gempa = ekspresi panik setelah di notice doi https://t.co/GMVjwvuRLC,ekspresi panik gempa ekspresi panik notice doi,Negative
"@convomfs Pantes kerasa banget padahal biasanya biasa aja, ternyata di darat dan cuma 10km, nangis banget pagi pagi kaget gegara gempa 😭😭",pantes darat terkadang nangis pagi pagi terkejut gempa,Negative
"Info Gempa Mag:3.5, 25-Jan-22 10:51:38 WIB, Lok:6.13 LS - 103.84 BT (105 km BaratDaya PESISIRBARAT-LAMPUNG), Kedlmn… https://t.co/4QMlp6RSAK",info gempa magnitudo januari wib lokasi barat daya pesisirbaratlampung kedalaman,Negative
"Adanya potensi gempa di Kep Mentawai, Banten-Selat Sunda, Selatan Jatim-Bali, Laut Maluku dan wilayah lainnya; buka… https://t.co/htwI4TIBFf",potensi gempa kep mentawai bantenselat sunda selatan jatimbali barat laut maluku terkadang wilayah buka,Neutral
BMKG Gempa Hari Ini Guncang Lombok Barat https://t.co/FQMKoskxlN,bmkg gempa guncang lombokbarat,Negative
"@sonofbatavia ada, kayak gempa lokal gituu",terkadang gempa lokal gituu,Negative
"@boubelgum Bahaya banget😔 kalo ada gempa itu bakalan cepet runtuh, mana lantainya bnyak bgt:')",bahaya terkadang gempa cepet runtuh lantainya bnyak,Negative
"Tadi malem gua mimpi Jaemin jadi dosen statistika, trus pas gua lagi gibahin dia sama org yg duduk disamping gua tiba2 kebangun gara2 gempa😭",semalam mimpi jaemin dosen statistika gibahin duduk disamping terbangun gempa,Negative
"Gempa 4,6 Magnitudo Guncang Lombok
#Gempa #gempabumi #Lombok #BMKG #indoposco https://t.co/xa6nrtzFin",gempa magnitudo guncang lombok,Negative
"Gempa bumi magnitudo 4,6 mengguncang Pulau Lombok, Selasa, 25 Januari 2022 pukul 05.14.14 WITA. Gempa terjadi akiba… https://t.co/PVXUkPK3za",gempa bumi magnitudo mengguncang pulau lombok selasa januari wita gempa akiba,Negative
Bisa bisanya tadi pagi nuduh sempoyongan bangun tidur padahal memang gempa 🙂,bisanya pagi nuduh sempoyongan terbangun tidur gempa,Negative
"GEMPA BUMI 4,6 SR, PETUGAS JAGA LAPASKA LOTENG CEPAT TANGGAP AMANKAN WBP

Selengkapnya:
https://t.co/AGBSa3UHIE… https://t.co/eGUm3GEKGj",gempa bumi petugas jaga lapaska loteng cepat tanggap amankan wbp selengkapnya,Neutral
"@sy_ansyari Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/wNDflrRlUo",ansyari halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
ini lampu gua goyang goyang karna angin apa emang lagi ada gempa ya..,lampu berguncang berguncang angin terkadang gempa berguncang,Negative
"Ekspresi ketika……………..

Versi Blimin : Bangun karena kaget ada gempa

Versi Semeton : ?

#GameChangers https://t.co/P9Pl4YwaGm",ekspresi versi blimin terbangun terkejut terkadang gempa versi semeton,Negative
"@Susi_Tju Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/9ly7JcyiJ4",tju halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"@iniAngelo Yups valid banget, lebih ke gempa sih dari pada ke corona, ya mending gak dua2nya aja deh",yups valid kedalaman gempa kedalaman corona berguncang mending duanya,Neutral
"@NALIMNR tugu Golong Gilik dulu tdk spt yg skrg ini, tugu yg skrg ini hbs gempa sama VOC diganti menjadi yg spt skrg",tugu golong gilik spt tugu hbs gempa voc diganti spt,Negative
"ANJRIT, SEMALEM W MIMPI GEMPA TERNYATA BENERAN... STAY SAFEEEE :( https://t.co/jJ3hMPChcB",anjrit semalam mimpi gempa beneran safeeee,Negative
"TERASA HINGGA BALI, GEMPA GUNCANG LOMBOK AKIBAT SESAR AKTIF DI DARAT https://t.co/Mxyv8nbrl2",bali gempa guncang lombok akibat sesar aktif darat,Neutral
"Lanjutnya Gubernur Khofifah bilang kemarin bahkan sampai pagi ini, tidak ada laporan gempa. Begitu pula Bupati Blitar",gubernur khofifah bilang kemarin pagi terkadang laporan gempa bupati blitar,Negative
Gempa y?,gempa,Negative
"https://t.co/aklWcBdMWo

Yg bakar masjid ﷲ segera betobatlah....
Jangan sampai lu dibenarkan kedlm bumi gara² kebodohan kalian",bakar masjid betobatlah dibenarkan kedalaman bumi kebodohan,Negative
@bmkgjogja Astagfirrulah Dari kemarin info semua gempa.,astagfirrulah kemarin info gempa,Negative
Yang dimana klarifikasi dan kroscek itu kata Khofifah terkait kabar gempa tersebut dan mendapatkan jawaban yang sam… https://t.co/Gunun2nePh,berguncang dimana klarifikasi terkadang kroscek khofifah terkait kabar gempa terkadang berguncang,Neutral
"@hepihepisyalala Makanyaaaa, panik

Mana aku tadi begadang kan, jd pas²an gempa itu baruuu aja tutup mata 5 menitan… https://t.co/7IGZ2IzCkl",makanyaaaa panik begadang pasan gempa baruuu tutup mata menitan,Negative
"@Mr_Bagoes @sadinaissad pernah banget gitu bestieee pas gempa Agustus 2018, capek capek overthinking alhamdulillaaa… https://t.co/fLgbB3c3wJ",bagoes bestieee gempa agustus capek capek overthinking alhamdulillaaa,Negative
"Gubernur Khofifah menegaskan bahwa kabar tersebut tidak benar, dan di Jawa Timur tidak ada laporan maupun pantauan… https://t.co/CLRz2YFkt5",gubernur khofifah kabar terkadang jawa timur terkadang laporan pantauan,Neutral
"Gempa Bumi M 4,6 Guncang Mataram dan Lombok Barat - NTB Hari Ini https://t.co/GJEqENfPvQ #beritaterkini #infoterkini #BeritaViral",gempa bumi guncang mataram terkadang lombok barat daya ntb,Negative
"Gempa terjadi di SANDWICH, Selasa 25 Jan 2022,
-M 6,0 ( 08:24 WIB) kedalaman 11 km
- M 5,1 ( 04:17 WIB) kedalaman 1… https://t.co/4kzU0TLPQq",gempa sandwich selasa januari wib kedalaman wib kedalaman,Negative
"Gempa M 5,3 Guncang Haiti, 2 Orang Tewas dan 800 Rumah Hancur https://t.co/0B2jz2Gyx2",gempa guncang haiti orang tewas terkadang rumah hancur,Negative
loh td pagi gempa?,barat daya pagi gempa,Negative
Pasalnya kata Gubernur Khofifah sehari sebelumnya sempat dikabarkan terjadi bencana gempa di Kabupaten Malang denga… https://t.co/E3BOEKcRrU,pasalnya gubernur khofifah sehari dikabarkan bencana gempa kabupaten malang denga,Negative
@xgalau masa setiap ada gempa kamu harus ngerasain?,terkadang gempa merasakan,Negative
@xgalau gempa.,gempa,Negative
ubernur Jawa Timur Khofifah Indar Parawansa memastikan bahwa Jawa Timur saat ini dalam kondisi yang aman dan tidak… https://t.co/Qi6FAWbDyc,ubernur jawa timur khofifah indar parawansa jawa timur kondisi berguncang aman terkadang,Positive
"Teens_Fannie kamu itu kayak
lempengan bumi ya, geser dikit aja bisa
https://t.co/PEMF3a0qf1 hati aku.",teensfannie lempengan bumi berguncang bergeser hati,Neutral
"Ikut Terdampak Gempa 2021, Gedung Lapas Perempuan kelas III Mamuju Kini Rampung Diperbaiki – Kemenkumham Sulbar… https://t.co/cIjxMkmRRs",terdampak gempa gedung lapas perempuan kelas iii mamuju rampung diperbaiki kemenkumham sulbar,Positive
"Gubernur Khofifah Tegaskan Tak Ada Gempa Di Malang, Ajak Masyarakat Tetap Waspada",gubernur khofifah tegaskan terkadang gempa malang ajak masyarakat waspada,Negative
"@fathoni_234 Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/CpeJ2w8OG9",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"Bumi bergetar karena gempa,
Kalau hati bergetar karena cinta",bumi bergetar gempa hati bergetar cinta,Neutral
"@Vitriku Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/aTeNKmTkQT",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
@sitagriani 2018 dlu pan gitu Sitaaa! panas bangeeet tau tau gempa. makanya tiap kali panas banget kalo malem udah deh parno.,dlu pan sitaaa panas bangeeet tau tau gempa kali panas semalam parno,Negative
kucing yg diatas : kok goyang2 ada gempa apa ya 😂😂 https://t.co/4i579ZY9Dh,kucing diatas berguncang terkadang gempa berguncang,Negative
"'dijual karena suatu hal'

karena suatu halnya adalah:

beberapa minggu lalu gue dapet ""sentilan"" yaitu, pertama, t… https://t.co/OQjkfJKZig",dijual halnya minggu dapet sentilan,Neutral
Kepala Lapas Perempuan Mamuju Terima Hasil Pekerjaan Rehabilitasi Bangunan Pasca Gempa Majene-Mamuju – Kemenkumham… https://t.co/KBRljZFGFG,kepala lapas perempuan mamuju terima hasil pekerjaan rehabilitasi bangunan pasca gempa majenemamuju kemenkumham,Negative
@Gempa_Tsunami Smg baik2 saja dan terkendali.,tsunami smg terkadang terkendali,Neutral
"Rusak Akibat Gempa Majene-Mamuju, Kepala LPP Mamuju Terima Hasil Pekerjaan Rehabilitasi Bangunan Dari PUPR – Kemenk… https://t.co/4p2YDwi4rU",rusak akibat gempa majenemamuju kepala lpp mamuju terima hasil pekerjaan rehabilitasi bangunan pupr kemenk,Negative
"@PSSleman Biasanya kalau ada awan yang menjeleret kayak gitu, biasanya akan ada gempa besar. https://t.co/CCGgzmb4Jw",terkadang awan berguncang menjeleret terkadang gempa,Negative
moots gue ad yg kena gempa juga ga? anw stay safe all,moots terkadang terkena gempa anw aman,Neutral
Akhir akhir ini sering gempa ya 😣,gempa berguncang,Negative
"Sebelum gunung api mengalami erupsi, gunung api akan menunjukkan tanda-tandanya. Berikut merupakan fase kegiatan vu… https://t.co/GoXvR8Rx5O",gunung api mengalami erupsi gunung api tandatandanya fase kegiatan vu,Neutral
"Sedikitnya dua orang tewas dalam gempa Haiti bermagnitudo 5,3 yang mengguncang barat daya negara itu pada Senin pag… https://t.co/k7SwN8uoqC",orang tewas gempa haiti bermagnitudo berguncang mengguncang barat daya barat daya negara senin pagi,Negative
"Lombok Diguncang Gempa, Getaran Sampai ke Bali https://t.co/t3GtZFgLiW",lombok diguncang gempa getaran kedalaman bali,Negative
tidur jam 4 gempa jam setengah 6 https://t.co/VviPoFJ3li,tidur jam gempa jam,Negative
"@_leemilky Kaya ga tau SM aja, mau gempa bumi hujan badai pun mereka akan tetep diem",leemilky tau gempa bumi hujan badai jepang tetep diam,Negative
"Hari ini, di mulai PEMBANGUNAN RUMAH bagi masyarakat yang terdampak bencana gempa tahun lalu. Di Desa Kaliuling dan… https://t.co/3nZnO9Z4u1",pembangunan rumah masyarakat berguncang terdampak bencana gempa desa kaliuling terkadang,Negative
"@cnbcindonesia Hore... Kita kaya, utang negara lunas 6.900 T, di kantong saya masih ada. 

#TikusIstana… https://t.co/Wvh3YdcrHK",hore utang negara lunas kantong terkadang,Positive
"@RutanMajene Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/vVPv8EVUNI",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"Rusak Akibat Gempa Majene-Mamuju, Kepala LPP Mamuju Terima Hasil Pekerjaan Rehabilitasi Bangunan Dari PUPR – Kemenk… https://t.co/VABEmjpo0B",rusak akibat gempa majenemamuju kepala lpp mamuju terima hasil pekerjaan rehabilitasi bangunan pupr kemenk,Negative
"Trauma gempa 2018 lalu masih sangat membekas bagi setiap warga Lombok, diguncang dikit aja langsung panik.",trauma gempa membekas warga lombok diguncang langsung panik,Negative
"Gempa M 4,6 Guncang Lombok, Warga Berhamburan Keluar - https://t.co/9drrcRUVPD https://t.co/PS6HiXiEjn",gempa guncang lombok warga berhamburan,Negative
@MiraAmy93 Harap2 xde tsunami gempa bumi apa ke kat jepun minggu ni. Hahahha,harap xde tsunami gempa bumi kedalaman kat jepang minggu hahahha,Negative
"@sitagriani kaya 2018, tiap panas banget mesti gempa 😣",panas mesti gempa,Negative
PebisnisMuslim News: Muamalat Bangunkan Masjid untuk Korban Gempa Mamuju https://t.co/ewppRZOZyV,pebisnismuslim news muamalat bangunkan masjid korban gempa mamuju,Negative
nonton plesure 2021 dari jam 12 sampe jam 2 an. shubuh nya lngsung gempa. hmm bukan main,nonton plesure jam jam januari shubuh lngsung gempa hmm main,Negative
"@DaryonoBMKG Bapak, ada ramalan besok gempa.",terkadang ramalan besok gempa,Negative
"Semoga tidak terjadi 

Potensi gempa besar di segmen megathrust Selat Sunda akan memicu guncangan hebat di Jakarta,… https://t.co/sFUoiRQGnP",semoga potensi gempa segmen megathrust selat sunda memicu guncangan hebat jakarta,Positive
"Ternyata ini kuncian yang mesti diperhatikan jika ingin punya rumah tahan gempa
https://t.co/KF5wtT2PiW",kuncian berguncang mesti diperhatikan rumah tahan gempa,Negative
@jieruiyuwen gempa dimana jay,gempa dimana,Negative
Tadi pagi gempa wkkwwk kirain aku halu,pagi gempa wkkwwk,Negative
@ikramarki Emang gempa kapan pak?,gempa,Negative
"Ikut Terdampak Gempa 2021, Gedung Lapas Perempuan kelas III Mamuju Kini Rampung Diperbaiki – Kemenkumham Sulbar… https://t.co/m81ddegVEe",terdampak gempa gedung lapas perempuan kelas iii mamuju rampung diperbaiki kemenkumham sulbar,Positive
Kepala Lapas Perempuan Mamuju Terima Hasil Pekerjaan Rehabilitasi Bangunan Pasca Gempa Majene-Mamuju – Kemenkumham… https://t.co/tgz0K7YyIr,kepala lapas perempuan mamuju terima hasil pekerjaan rehabilitasi bangunan pasca gempa majenemamuju kemenkumham,Negative
@abun_sungkar Lombok Gempa tadi subuh. :'(,sungkar lombok gempa subuh,Negative
"Rusak Akibat Gempa Majene-Mamuju, Kepala LPP Mamuju Terima Hasil Pekerjaan Rehabilitasi Bangunan Dari PUPR – Kemenk… https://t.co/rgoNTOY33S",rusak akibat gempa majenemamuju kepala lpp mamuju terima hasil pekerjaan rehabilitasi bangunan pupr kemenk,Negative
Yah Lombok gempa :(,yah lombok gempa,Negative
"Gempa Magnitudo 4,6 Guncang Lombok https://t.co/1e1I1PBglj https://t.co/MRtfXLcLKW",gempa magnitudo guncang lombok,Negative
@misaamaene oh idk sie but @shxmasera apakah kamu merasakan kalo Bali gempa?,rubuh idk sie but merasakan bali gempa,Negative
"@herrafrnk Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/ahdhWc8dd9",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"@hahaajgg Gempa di dom ku kakk ;""",gempa dom kakk,Negative
"@Johnny_Rivle @RezaTrey @BigAlphaID mas, baiknya jgn investasti tanah, atau rumah gitu2, ntr klo terjadi land slidi… https://t.co/4yC4oXUORQ",rivle mas baiknya jgn investasti tanah rumah ntr land slidi,Neutral
